,index,wid,game,image,responses,remembered_outcome,category_1,category_2,outcome,outcome_mem_difference,item
44,44,w7a04fdc,3,Object_Green,"{""Q0"":""9""}",,Object,Green,-2,,Object_Green
45,45,w7a04fdc,3,Scene_Yellow,"{""Q0"":""9""}",,Scene,Yellow,-8,,Scene_Yellow
46,46,w7a04fdc,3,Scene_Blue,"{""Q0"":""4""}",,Scene,Blue,9,,Scene_Blue
47,47,w7a04fdc,3,Food_Yellow,"{""Q0"":""1""}",,Food,Yellow,4,,Food_Yellow
48,48,w7a04fdc,4,Food_Green,"{""Q0"":""`""}",,Food,Green,-7,,Food_Green
49,49,w7a04fdc,4,Food_Blue,"{""Q0"":""1""}",,Food,Blue,8,,Food_Blue
50,50,w7a04fdc,4,Food_Red,"{""Q0"":""2""}",,Food,Red,-2,,Food_Red
51,51,w7a04fdc,4,Animal_Green,"{""Q0"":""3""}",,Animal,Green,4,,Animal_Green
52,52,w7a04fdc,4,Animal_Blue,"{""Q0"":""2""}",,Animal,Blue,-1,,Animal_Blue
53,53,w7a04fdc,4,Scene_Green,"{""Q0"":""1""}",,Scene,Green,5,,Scene_Green
54,54,w7a04fdc,5,Scene_Red,"{""Q0"":""1""}",,Scene,Red,6,,Scene_Red
55,55,w7a04fdc,5,Scene_Blue,"{""Q0"":""2""}",,Scene,Blue,3,,Scene_Blue
56,56,w7a04fdc,5,Scene_Yellow,"{""Q0"":""3""}",,Scene,Yellow,-8,,Scene_Yellow
57,57,w7a04fdc,5,Object_Red,"{""Q0"":""2""}",,Object,Red,2,,Object_Red
58,58,w7a04fdc,5,Object_Blue,"{""Q0"":""3""}",,Object,Blue,-4,,Object_Blue
59,59,w7a04fdc,5,Animal_Red,"{""Q0"":""1""}",,Animal,Red,-7,,Animal_Red
60,90,wca8e71a,1,Object_Yellow,"{""Q0"":""-5""}",-5.0,Object,Yellow,-5,0.0,Object_Yellow
61,91,wca8e71a,1,Object_Blue,"{""Q0"":""-8""}",-8.0,Object,Blue,-6,2.0,Object_Blue
62,92,wca8e71a,1,Object_Red,"{""Q0"":""+7""}",7.0,Object,Red,7,0.0,Object_Red
63,93,wca8e71a,1,Scene_Yellow,"{""Q0"":""-4""}",-4.0,Scene,Yellow,-4,0.0,Scene_Yellow
64,94,wca8e71a,1,Scene_Blue,"{""Q0"":""+5""}",5.0,Scene,Blue,9,4.0,Scene_Blue
65,95,wca8e71a,1,Animal_Yellow,"{""Q0"":""+6""}",6.0,Animal,Yellow,8,2.0,Animal_Yellow
66,96,wca8e71a,2,Scene_Red,"{""Q0"":""+5""}",5.0,Scene,Red,4,-1.0,Scene_Red
67,97,wca8e71a,2,Scene_Green,"{""Q0"":""+6""}",6.0,Scene,Green,6,0.0,Scene_Green
68,98,wca8e71a,2,Scene_Yellow,"{""Q0"":""-7""}",-7.0,Scene,Yellow,-8,-1.0,Scene_Yellow
69,99,wca8e71a,2,Object_Red,"{""Q0"":""-5""}",-5.0,Object,Red,5,10.0,Object_Red
70,100,wca8e71a,2,Object_Green,"{""Q0"":""-3""}",-3.0,Object,Green,-3,0.0,Object_Green
71,101,wca8e71a,2,Food_Red,"{""Q0"":""-8""}",-8.0,Food,Red,-7,1.0,Food_Red
72,102,wca8e71a,3,Food_Red,"{""Q0"":""+7""}",7.0,Food,Red,5,-2.0,Food_Red
73,103,wca8e71a,3,Food_Blue,"{""Q0"":""-4""}",-4.0,Food,Blue,-4,0.0,Food_Blue
74,104,wca8e71a,3,Food_Green,"{""Q0"":""-3""}",-3.0,Food,Green,-3,0.0,Food_Green
75,105,wca8e71a,3,Animal_Red,"{""Q0"":""+4""}",4.0,Animal,Red,-8,-12.0,Animal_Red
76,106,wca8e71a,3,Animal_Blue,"{""Q0"":""+1""}",1.0,Animal,Blue,1,0.0,Animal_Blue
77,107,wca8e71a,3,Scene_Red,"{""Q0"":""+5""}",5.0,Scene,Red,6,1.0,Scene_Red
78,108,wca8e71a,4,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,-2,0.0,Animal_Yellow
79,109,wca8e71a,4,Animal_Blue,"{""Q0"":""+3""}",3.0,Animal,Blue,-7,-10.0,Animal_Blue
80,110,wca8e71a,4,Animal_Green,"{""Q0"":""-4""}",-4.0,Animal,Green,8,12.0,Animal_Green
81,111,wca8e71a,4,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,-5,-6.0,Object_Yellow
82,112,wca8e71a,4,Object_Blue,"{""Q0"":""-7""}",-7.0,Object,Blue,3,10.0,Object_Blue
83,113,wca8e71a,4,Food_Yellow,"{""Q0"":""+6""}",6.0,Food,Yellow,6,0.0,Food_Yellow
84,114,wca8e71a,5,Food_Green,"{""Q0"":""-3""}",-3.0,Food,Green,4,7.0,Food_Green
85,115,wca8e71a,5,Food_Blue,"{""Q0"":""+3""}",3.0,Food,Blue,5,2.0,Food_Blue
86,116,wca8e71a,5,Food_Yellow,"{""Q0"":""-6""}",-6.0,Food,Yellow,-6,0.0,Food_Yellow
87,117,wca8e71a,5,Scene_Green,"{""Q0"":""+8""}",8.0,Scene,Green,8,0.0,Scene_Green
88,118,wca8e71a,5,Scene_Blue,"{""Q0"":""-3""}",-3.0,Scene,Blue,-3,0.0,Scene_Blue
89,119,wca8e71a,5,Animal_Green,"{""Q0"":""-9""}",-9.0,Animal,Green,-9,0.0,Animal_Green
90,120,wbcfaf6a,1,Animal_Blue,"{""Q0"":""+4""}",4.0,Animal,Blue,-6,-10.0,Animal_Blue
91,121,wbcfaf6a,1,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,-8,-6.0,Animal_Red
92,122,wbcfaf6a,1,Animal_Green,"{""Q0"":""+9""}",9.0,Animal,Green,9,0.0,Animal_Green
93,123,wbcfaf6a,1,Scene_Blue,"{""Q0"":""+4""}",4.0,Scene,Blue,-2,-6.0,Scene_Blue
94,124,wbcfaf6a,1,Scene_Red,"{""Q0"":""-3""}",-3.0,Scene,Red,5,8.0,Scene_Red
95,125,wbcfaf6a,1,Food_Blue,"{""Q0"":""+7""}",7.0,Food,Blue,7,0.0,Food_Blue
96,126,wbcfaf6a,2,Food_Yellow,"{""Q0"":""-6""}",-6.0,Food,Yellow,-5,1.0,Food_Yellow
97,127,wbcfaf6a,2,Food_Green,"{""Q0"":""+4""}",4.0,Food,Green,4,0.0,Food_Green
98,128,wbcfaf6a,2,Food_Red,"{""Q0"":""+3""}",3.0,Food,Red,3,0.0,Food_Red
99,129,wbcfaf6a,2,Scene_Yellow,"{""Q0"":""-6""}",-6.0,Scene,Yellow,6,12.0,Scene_Yellow
100,130,wbcfaf6a,2,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,-9,-11.0,Scene_Green
101,131,wbcfaf6a,2,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,-2,0.0,Animal_Yellow
102,132,wbcfaf6a,3,Animal_Red,"{""Q0"":""-6""}",-6.0,Animal,Red,2,8.0,Animal_Red
103,133,wbcfaf6a,3,Animal_Green,"{""Q0"":""-5""}",-5.0,Animal,Green,5,10.0,Animal_Green
104,134,wbcfaf6a,3,Animal_Blue,"{""Q0"":""+6""}",6.0,Animal,Blue,-6,-12.0,Animal_Blue
105,135,wbcfaf6a,3,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,8,6.0,Scene_Red
106,136,wbcfaf6a,3,Scene_Green,"{""Q0"":""+4""}",4.0,Scene,Green,-3,-7.0,Scene_Green
107,137,wbcfaf6a,3,Object_Red,"{""Q0"":""-2""}",-2.0,Object,Red,-9,-7.0,Object_Red
108,138,wbcfaf6a,4,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,4,2.0,Object_Yellow
109,139,wbcfaf6a,4,Object_Green,"{""Q0"":""-5""}",-5.0,Object,Green,-3,2.0,Object_Green
110,140,wbcfaf6a,4,Object_Blue,"{""Q0"":""-4""}",-4.0,Object,Blue,-2,2.0,Object_Blue
111,141,wbcfaf6a,4,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,-7,-9.0,Food_Yellow
112,142,wbcfaf6a,4,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,1,0.0,Food_Green
113,143,wbcfaf6a,4,Animal_Yellow,"{""Q0"":""+3""}",3.0,Animal,Yellow,5,2.0,Animal_Yellow
114,144,wbcfaf6a,5,Object_Blue,"{""Q0"":""-4""}",-4.0,Object,Blue,-6,-2.0,Object_Blue
115,145,wbcfaf6a,5,Object_Red,"{""Q0"":""+2""}",2.0,Object,Red,-7,-9.0,Object_Red
116,146,wbcfaf6a,5,Object_Yellow,"{""Q0"":""+6""}",6.0,Object,Yellow,9,3.0,Object_Yellow
117,147,wbcfaf6a,5,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,-4,-6.0,Food_Blue
118,148,wbcfaf6a,5,Food_Red,"{""Q0"":""+3""}",3.0,Food,Red,3,0.0,Food_Red
119,149,wbcfaf6a,5,Scene_Blue,"{""Q0"":""+6""}",6.0,Scene,Blue,8,2.0,Scene_Blue
120,150,w27e5a42,1,Food_Red,"{""Q0"":""+6""}",6.0,Food,Red,6,0.0,Food_Red
121,151,w27e5a42,1,Food_Blue,"{""Q0"":""-4""}",-4.0,Food,Blue,-7,-3.0,Food_Blue
122,152,w27e5a42,1,Food_Green,"{""Q0"":""-3""}",-3.0,Food,Green,4,7.0,Food_Green
123,153,w27e5a42,1,Scene_Red,"{""Q0"":""-5""}",-5.0,Scene,Red,-5,0.0,Scene_Red
124,154,w27e5a42,1,Scene_Blue,"{""Q0"":""+9""}",9.0,Scene,Blue,9,0.0,Scene_Blue
125,155,w27e5a42,1,Animal_Red,"{""Q0"":""-3""}",-3.0,Animal,Red,-3,0.0,Animal_Red
126,156,w27e5a42,2,Food_Blue,"{""Q0"":""+7""}",7.0,Food,Blue,7,0.0,Food_Blue
127,157,w27e5a42,2,Food_Green,"{""Q0"":""-5""}",-5.0,Food,Green,-8,-3.0,Food_Green
128,158,w27e5a42,2,Food_Red,"{""Q0"":""+5""}",5.0,Food,Red,5,0.0,Food_Red
129,159,w27e5a42,2,Scene_Blue,"{""Q0"":""-6""}",-6.0,Scene,Blue,-6,0.0,Scene_Blue
130,160,w27e5a42,2,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,1,0.0,Scene_Green
131,161,w27e5a42,2,Object_Blue,"{""Q0"":""-3""}",-3.0,Object,Blue,-3,0.0,Object_Blue
132,162,w27e5a42,3,Animal_Yellow,"{""Q0"":""-7""}",-7.0,Animal,Yellow,7,14.0,Animal_Yellow
133,163,w27e5a42,3,Animal_Red,"{""Q0"":""+3""}",3.0,Animal,Red,-6,-9.0,Animal_Red
134,164,w27e5a42,3,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,-3,-5.0,Animal_Blue
135,165,w27e5a42,3,Scene_Yellow,"{""Q0"":""-4""}",-4.0,Scene,Yellow,-9,-5.0,Scene_Yellow
136,166,w27e5a42,3,Scene_Red,"{""Q0"":""+5""}",5.0,Scene,Red,2,-3.0,Scene_Red
137,167,w27e5a42,3,Food_Yellow,"{""Q0"":""-4""}",-4.0,Food,Yellow,4,8.0,Food_Yellow
138,168,w27e5a42,4,Object_Green,"{""Q0"":""+7""}",7.0,Object,Green,7,0.0,Object_Green
139,169,w27e5a42,4,Object_Yellow,"{""Q0"":""+7""}",7.0,Object,Yellow,6,-1.0,Object_Yellow
140,170,w27e5a42,4,Object_Red,"{""Q0"":""-5""}",-5.0,Object,Red,-8,-3.0,Object_Red
141,171,w27e5a42,4,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,5,7.0,Scene_Green
142,172,w27e5a42,4,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,-2,0.0,Scene_Yellow
143,173,w27e5a42,4,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,-9,-11.0,Animal_Green
144,174,w27e5a42,5,Object_Yellow,"{""Q0"":""+7""}",7.0,Object,Yellow,6,-1.0,Object_Yellow
145,175,w27e5a42,5,Object_Blue,"{""Q0"":""""}",,Object,Blue,-9,,Object_Blue
146,176,w27e5a42,5,Object_Green,"{""Q0"":""+5""}",5.0,Object,Green,7,2.0,Object_Green
147,177,w27e5a42,5,Animal_Yellow,"{""Q0"":""-3""}",-3.0,Animal,Yellow,-4,-1.0,Animal_Yellow
148,178,w27e5a42,5,Animal_Blue,"{""Q0"":""""}",,Animal,Blue,1,,Animal_Blue
149,179,w27e5a42,5,Food_Yellow,"{""Q0"":""-4""}",-4.0,Food,Yellow,-3,1.0,Food_Yellow
150,180,w60e592a,1,Food_Yellow,"{""Q0"":""-3""}",-3.0,Food,Yellow,-8,-5.0,Food_Yellow
151,181,w60e592a,1,Food_Blue,"{""Q0"":""+8""}",8.0,Food,Blue,9,1.0,Food_Blue
152,182,w60e592a,1,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,-3,-1.0,Food_Red
153,183,w60e592a,1,Scene_Yellow,"{""Q0"":""+3""}",3.0,Scene,Yellow,2,-1.0,Scene_Yellow
154,184,w60e592a,1,Scene_Blue,"{""Q0"":""-3""}",-3.0,Scene,Blue,-6,-3.0,Scene_Blue
155,185,w60e592a,1,Object_Yellow,"{""Q0"":""+9""}",9.0,Object,Yellow,7,-2.0,Object_Yellow
156,186,w60e592a,2,Object_Yellow,"{""Q0"":""+7""}",7.0,Object,Yellow,7,0.0,Object_Yellow
157,187,w60e592a,2,Object_Green,"{""Q0"":""-5""}",-5.0,Object,Green,-8,-3.0,Object_Green
158,188,w60e592a,2,Object_Blue,"{""Q0"":""-3""}",-3.0,Object,Blue,5,8.0,Object_Blue
159,189,w60e592a,2,Animal_Yellow,"{""Q0"":""-3""}",-3.0,Animal,Yellow,-6,-3.0,Animal_Yellow
160,190,w60e592a,2,Animal_Green,"{""Q0"":""+5""}",5.0,Animal,Green,9,4.0,Animal_Green
161,191,w60e592a,2,Food_Yellow,"{""Q0"":""-3""}",-3.0,Food,Yellow,-3,0.0,Food_Yellow
162,192,w60e592a,3,Scene_Red,"{""Q0"":""+4""}",4.0,Scene,Red,5,1.0,Scene_Red
163,193,w60e592a,3,Scene_Yellow,"{""Q0"":""-8""}",-8.0,Scene,Yellow,-9,-1.0,Scene_Yellow
164,194,w60e592a,3,Scene_Green,"{""Q0"":""-7""}",-7.0,Scene,Green,6,13.0,Scene_Green
165,195,w60e592a,3,Animal_Red,"{""Q0"":""-4""}",-4.0,Animal,Red,-4,0.0,Animal_Red
166,196,w60e592a,3,Animal_Yellow,"{""Q0"":""+5""}",5.0,Animal,Yellow,7,2.0,Animal_Yellow
167,197,w60e592a,3,Object_Red,"{""Q0"":""+3""}",3.0,Object,Red,-3,-6.0,Object_Red
168,198,w60e592a,4,Food_Green,"{""Q0"":""-4""}",-4.0,Food,Green,-5,-1.0,Food_Green
169,199,w60e592a,4,Food_Red,"{""Q0"":""+5""}",5.0,Food,Red,7,2.0,Food_Red
170,200,w60e592a,4,Food_Blue,"{""Q0"":""-7""}",-7.0,Food,Blue,-6,1.0,Food_Blue
171,201,w60e592a,4,Scene_Green,"{""Q0"":""+5""}",5.0,Scene,Green,3,-2.0,Scene_Green
172,202,w60e592a,4,Scene_Red,"{""Q0"":""-3""}",-3.0,Scene,Red,-1,2.0,Scene_Red
173,203,w60e592a,4,Animal_Green,"{""Q0"":""+5""}",5.0,Animal,Green,4,-1.0,Animal_Green
174,204,w60e592a,5,Object_Blue,"{""Q0"":""+5""}",5.0,Object,Blue,-7,-12.0,Object_Blue
175,205,w60e592a,5,Object_Red,"{""Q0"":""-3""}",-3.0,Object,Red,6,9.0,Object_Red
176,206,w60e592a,5,Object_Green,"{""Q0"":""-3""}",-3.0,Object,Green,5,8.0,Object_Green
177,207,w60e592a,5,Animal_Blue,"{""Q0"":""+4""}",4.0,Animal,Blue,9,5.0,Animal_Blue
178,208,w60e592a,5,Animal_Red,"{""Q0"":""+4""}",4.0,Animal,Red,-4,-8.0,Animal_Red
179,209,w60e592a,5,Scene_Blue,"{""Q0"":""-3""}",-3.0,Scene,Blue,-3,0.0,Scene_Blue
180,210,wef591ef,1,Animal_Yellow,"{""Q0"":""+6""}",6.0,Animal,Yellow,6,0.0,Animal_Yellow
181,211,wef591ef,1,Animal_Green,"{""Q0"":""+4""}",4.0,Animal,Green,4,0.0,Animal_Green
182,212,wef591ef,1,Animal_Blue,"{""Q0"":""-7""}",-7.0,Animal,Blue,-7,0.0,Animal_Blue
183,213,wef591ef,1,Scene_Yellow,"{""Q0"":""+3""}",3.0,Scene,Yellow,3,0.0,Scene_Yellow
184,214,wef591ef,1,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-1,0.0,Scene_Green
185,215,wef591ef,1,Object_Yellow,"{""Q0"":""-8""}",-8.0,Object,Yellow,-8,0.0,Object_Yellow
186,216,wef591ef,2,Food_Red,"{""Q0"":""-5""}",-5.0,Food,Red,-5,0.0,Food_Red
187,217,wef591ef,2,Food_Yellow,"{""Q0"":""-3""}",-3.0,Food,Yellow,-3,0.0,Food_Yellow
188,218,wef591ef,2,Food_Green,"{""Q0"":""+7""}",7.0,Food,Green,7,0.0,Food_Green
189,219,wef591ef,2,Scene_Red,"{""Q0"":""-4""}",-4.0,Scene,Red,-4,0.0,Scene_Red
190,220,wef591ef,2,Scene_Yellow,"{""Q0"":""+6""}",6.0,Scene,Yellow,6,0.0,Scene_Yellow
191,221,wef591ef,2,Animal_Red,"{""Q0"":""+8""}",8.0,Animal,Red,8,0.0,Animal_Red
192,222,wef591ef,3,Food_Green,"{""Q0"":""-4""}",-4.0,Food,Green,-4,0.0,Food_Green
193,223,wef591ef,3,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,2,0.0,Food_Yellow
194,224,wef591ef,3,Food_Blue,"{""Q0"":""+3""}",3.0,Food,Blue,3,0.0,Food_Blue
195,225,wef591ef,3,Animal_Green,"{""Q0"":""+6""}",6.0,Animal,Green,6,0.0,Animal_Green
196,226,wef591ef,3,Animal_Yellow,"{""Q0"":""-8""}",-8.0,Animal,Yellow,-8,0.0,Animal_Yellow
197,227,wef591ef,3,Object_Green,"{""Q0"":""-5""}",-5.0,Object,Green,-5,0.0,Object_Green
198,228,wef591ef,4,Object_Blue,"{""Q0"":""+6""}",6.0,Object,Blue,6,0.0,Object_Blue
199,229,wef591ef,4,Object_Red,"{""Q0"":""-9""}",-9.0,Object,Red,-9,0.0,Object_Red
200,230,wef591ef,4,Object_Yellow,"{""Q0"":""+4""}",4.0,Object,Yellow,4,0.0,Object_Yellow
201,231,wef591ef,4,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,-2,0.0,Scene_Blue
202,232,wef591ef,4,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,3,1.0,Scene_Red
203,233,wef591ef,4,Food_Blue,"{""Q0"":""-5""}",-5.0,Food,Blue,-5,0.0,Food_Blue
204,234,wef591ef,5,Object_Red,"{""Q0"":""-8""}",-8.0,Object,Red,-8,0.0,Object_Red
205,235,wef591ef,5,Object_Blue,"{""Q0"":""+9""}",9.0,Object,Blue,9,0.0,Object_Blue
206,236,wef591ef,5,Object_Green,"{""Q0"":""-7""}",-7.0,Object,Green,-7,0.0,Object_Green
207,237,wef591ef,5,Animal_Red,"{""Q0"":""+6""}",6.0,Animal,Red,6,0.0,Animal_Red
208,238,wef591ef,5,Animal_Blue,"{""Q0"":""-3""}",-3.0,Animal,Blue,-3,0.0,Animal_Blue
209,239,wef591ef,5,Food_Red,"{""Q0"":""+4""}",4.0,Food,Red,4,0.0,Food_Red
210,240,wb51887d,1,Animal_Blue,"{""Q0"":""+5""}",5.0,Animal,Blue,-6,-11.0,Animal_Blue
211,241,wb51887d,1,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,7,9.0,Animal_Red
212,242,wb51887d,1,Animal_Green,"{""Q0"":""+5""}",5.0,Animal,Green,-2,-7.0,Animal_Green
213,243,wb51887d,1,Scene_Blue,"{""Q0"":""""}",,Scene,Blue,5,,Scene_Blue
214,244,wb51887d,1,Scene_Red,"{""Q0"":""-3""}",-3.0,Scene,Red,-1,2.0,Scene_Red
215,245,wb51887d,1,Food_Blue,"{""Q0"":""""}",,Food,Blue,4,,Food_Blue
216,246,wb51887d,2,Object_Red,"{""Q0"":""+5""}",5.0,Object,Red,-3,-8.0,Object_Red
217,247,wb51887d,2,Object_Yellow,"{""Q0"":""-7""}",-7.0,Object,Yellow,-7,0.0,Object_Yellow
218,248,wb51887d,2,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,9,7.0,Object_Blue
219,249,wb51887d,2,Animal_Red,"{""Q0"":""""}",,Animal,Red,-2,,Animal_Red
220,250,wb51887d,2,Animal_Yellow,"{""Q0"":""-3""}",-3.0,Animal,Yellow,8,11.0,Animal_Yellow
221,251,wb51887d,2,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,4,3.0,Food_Red
222,252,wb51887d,3,Food_Green,"{""Q0"":""""}",,Food,Green,-7,,Food_Green
223,253,wb51887d,3,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,6,8.0,Food_Red
224,254,wb51887d,3,Food_Yellow,"{""Q0"":""""}",,Food,Yellow,5,,Food_Yellow
225,255,wb51887d,3,Scene_Green,"{""Q0"":""-7""}",-7.0,Scene,Green,9,16.0,Scene_Green
226,256,wb51887d,3,Scene_Red,"{""Q0"":""-7""}",-7.0,Scene,Red,-1,6.0,Scene_Red
227,257,wb51887d,3,Object_Green,"{""Q0"":""+5""}",5.0,Object,Green,-3,-8.0,Object_Green
228,258,wb51887d,4,Food_Blue,"{""Q0"":""+8""}",8.0,Food,Blue,8,0.0,Food_Blue
229,259,wb51887d,4,Food_Green,"{""Q0"":""""}",,Food,Green,-5,,Food_Green
230,260,wb51887d,4,Food_Yellow,"{""Q0"":""""}",,Food,Yellow,-6,,Food_Yellow
231,261,wb51887d,4,Object_Blue,"{""Q0"":""""}",,Object,Blue,-9,,Object_Blue
232,262,wb51887d,4,Object_Green,"{""Q0"":""""}",,Object,Green,4,,Object_Green
233,263,wb51887d,4,Scene_Blue,"{""Q0"":""""}",,Scene,Blue,3,,Scene_Blue
234,264,wb51887d,5,Animal_Yellow,"{""Q0"":""+3""}",3.0,Animal,Yellow,6,3.0,Animal_Yellow
235,265,wb51887d,5,Animal_Green,"{""Q0"":""""}",,Animal,Green,-5,,Animal_Green
236,266,wb51887d,5,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-2,0.0,Animal_Blue
