,index,Unnamed: 0,wid,game,item,order,shown,multi_time,0
99,99,99,w479605b,1,Scene_Blue,6,True,After,1
100,100,100,w479605b,2,Food_Blue,1,True,Before,1
101,101,101,w479605b,2,Object_Green,2,True,Before,1
102,102,102,w479605b,2,Scene_Green,3,True,Before,1
103,103,103,w479605b,2,Food_Green,4,True,Before,1
104,104,104,w479605b,2,Food_Red,5,True,Before,1
105,105,105,w479605b,3,Scene_Blue,1,True,After,1
106,106,106,w479605b,3,Animal_Yellow,2,True,After,1
107,107,107,w479605b,3,Scene_Red,3,True,After,1
108,108,108,w479605b,3,Scene_Yellow,4,True,After,1
109,109,109,w479605b,3,Object_Blue,5,False,After,1
110,110,110,w479605b,4,Food_Red,1,True,Before,1
111,111,111,w479605b,4,Animal_Red,2,True,Before,1
112,112,112,w479605b,4,Object_Yellow,3,True,Before,1
113,113,113,w479605b,4,Food_Yellow,4,True,Before,1
114,114,114,w479605b,5,Object_Green,1,True,After,1
115,115,115,w479605b,5,Scene_Red,2,True,After,1
116,116,116,w479605b,5,Animal_Green,3,True,After,1
117,117,117,w479605b,5,Food_Yellow,4,False,After,1
118,118,118,w479605b,5,Scene_Green,5,True,After,1
119,119,119,w479605b,6,Food_Yellow,1,True,Before,1
120,120,120,w479605b,6,Animal_Green,2,True,Before,1
121,121,121,w479605b,6,Scene_Red,3,True,Before,1
122,122,122,w479605b,6,Scene_Blue,4,False,Before,1
123,123,123,w479605b,6,Food_Red,5,True,Before,1
124,124,124,w479605b,7,Scene_Blue,1,True,After,1
125,125,125,w479605b,7,Food_Blue,2,True,After,1
126,126,126,w479605b,7,Object_Green,3,True,After,1
127,127,127,w479605b,7,Scene_Green,4,False,After,1
128,128,128,w479605b,8,Food_Blue,1,True,Before,1
129,129,129,w479605b,8,Object_Blue,2,True,Before,1
130,130,130,w479605b,8,Animal_Blue,3,True,Before,1
131,131,131,w479605b,8,Animal_Red,4,False,Before,1
132,132,132,w479605b,8,Scene_Blue,5,False,Before,1
133,133,133,w479605b,9,Animal_Red,1,True,After,6
134,134,134,w479605b,9,Animal_Yellow,2,False,After,6
135,135,135,w479605b,9,Scene_Green,3,True,After,6
136,136,136,w479605b,9,Scene_Red,4,True,After,6
137,137,137,w479605b,9,Food_Blue,5,False,After,6
138,138,138,w383e1fe,1,Food_Red,1,True,Before,1
139,139,139,w383e1fe,1,Food_Blue,2,True,Before,1
140,140,140,w383e1fe,1,Food_Green,3,True,Before,1
141,141,141,w383e1fe,1,Object_Blue,4,True,Before,1
142,142,142,w383e1fe,1,Scene_Blue,5,True,Before,1
143,143,143,w383e1fe,1,Scene_Red,6,False,Before,1
144,144,144,w383e1fe,2,Scene_Green,1,True,After,1
145,145,145,w383e1fe,2,Scene_Blue,2,True,After,1
146,146,146,w383e1fe,2,Scene_Yellow,3,True,After,1
147,147,147,w383e1fe,2,Animal_Yellow,4,True,After,1
148,148,148,w383e1fe,2,Food_Green,5,True,After,1
149,149,149,w383e1fe,2,Food_Yellow,6,True,After,1
150,150,150,w383e1fe,3,Scene_Red,1,True,Before,1
151,151,151,w383e1fe,3,Animal_Red,2,True,Before,1
152,152,152,w383e1fe,3,Animal_Green,3,True,Before,1
153,153,153,w383e1fe,3,Object_Red,4,True,Before,1
154,154,154,w383e1fe,3,Object_Yellow,5,True,Before,1
155,155,155,w383e1fe,3,Object_Green,6,True,Before,1
156,156,156,w383e1fe,4,Animal_Blue,1,True,After,1
157,157,157,w383e1fe,4,Object_Blue,2,True,After,1
158,158,158,w383e1fe,4,Object_Red,3,True,After,1
159,159,159,w383e1fe,4,Object_Yellow,4,True,After,1
160,160,160,w383e1fe,4,Food_Blue,5,True,After,1
161,161,161,w383e1fe,4,Animal_Yellow,6,True,After,1
162,162,162,w383e1fe,5,Animal_Green,1,True,Before,1
163,163,163,w383e1fe,5,Object_Green,2,True,Before,1
164,164,164,w383e1fe,5,Animal_Blue,3,True,Before,1
165,165,165,w383e1fe,5,Scene_Green,4,True,Before,1
166,166,166,w383e1fe,5,Scene_Blue,5,True,Before,1
167,167,167,w383e1fe,5,Scene_Yellow,6,True,Before,1
168,168,168,w383e1fe,6,Animal_Yellow,1,True,After,1
169,169,169,w383e1fe,6,Food_Red,2,True,After,1
170,170,170,w383e1fe,6,Food_Yellow,3,True,After,1
171,171,171,w383e1fe,6,Animal_Red,4,True,After,1
172,172,172,w383e1fe,6,Scene_Red,5,True,After,1
173,173,173,w383e1fe,6,Food_Blue,6,True,After,1
174,174,174,w383e1fe,7,Object_Yellow,1,True,Before,1
175,175,175,w383e1fe,7,Food_Yellow,2,True,Before,1
176,176,176,w383e1fe,7,Scene_Yellow,3,True,Before,1
177,177,177,w383e1fe,7,Scene_Red,4,True,Before,1
178,178,178,w383e1fe,7,Scene_Green,5,True,Before,1
179,179,179,w383e1fe,7,Food_Green,6,True,Before,1
180,180,180,w383e1fe,8,Object_Red,1,True,After,1
181,181,181,w383e1fe,8,Food_Red,2,True,After,1
182,182,182,w383e1fe,8,Animal_Blue,3,True,After,1
183,183,183,w383e1fe,8,Animal_Green,4,True,After,1
184,184,184,w383e1fe,8,Animal_Red,5,True,After,1
185,185,185,w383e1fe,8,Object_Blue,6,True,After,1
186,186,186,w383e1fe,9,Scene_Red,1,True,Before,6
187,187,187,w383e1fe,9,Animal_Red,2,True,Before,6
188,188,188,w383e1fe,9,Animal_Yellow,3,False,Before,6
189,189,189,w383e1fe,9,Object_Yellow,4,True,Before,6
190,190,190,w383e1fe,9,Animal_Green,5,True,Before,6
191,191,191,w383e1fe,9,Object_Red,6,True,Before,6
192,192,192,wc73f4d8,1,Object_Blue,1,False,Before,1
193,193,193,wc73f4d8,1,Object_Green,2,True,Before,1
194,194,194,wc73f4d8,1,Food_Yellow,3,True,Before,1
195,195,195,wc73f4d8,1,Object_Red,4,True,Before,1
196,196,196,wc73f4d8,1,Animal_Green,5,False,Before,1
197,197,197,wc73f4d8,1,Animal_Yellow,6,True,Before,1
198,198,198,wc73f4d8,2,Scene_Green,1,True,After,1
199,199,199,wc73f4d8,2,Scene_Yellow,2,True,After,1
200,200,200,wc73f4d8,2,Food_Blue,3,True,After,1
201,201,201,wc73f4d8,2,Food_Yellow,4,True,After,1
202,202,202,wc73f4d8,2,Object_Blue,5,True,After,1
203,203,203,wc73f4d8,2,Scene_Blue,6,True,After,1
204,204,204,wc73f4d8,3,Scene_Green,1,True,Before,1
205,205,205,wc73f4d8,3,Scene_Red,2,True,Before,1
206,206,206,wc73f4d8,3,Food_Red,3,True,Before,1
207,207,207,wc73f4d8,3,Food_Blue,4,True,Before,1
208,208,208,wc73f4d8,3,Food_Yellow,5,False,Before,1
209,209,209,wc73f4d8,3,Animal_Red,6,False,Before,1
210,210,210,wc73f4d8,4,Animal_Blue,1,True,After,1
211,211,211,wc73f4d8,4,Animal_Red,2,True,After,1
212,212,212,wc73f4d8,4,Animal_Yellow,3,True,After,1
213,213,213,wc73f4d8,4,Scene_Blue,4,True,After,1
214,214,214,wc73f4d8,4,Food_Blue,5,False,After,1
215,215,215,wc73f4d8,4,Scene_Yellow,6,True,After,1
216,216,216,wc73f4d8,5,Animal_Green,1,True,Before,1
217,217,217,wc73f4d8,5,Object_Red,2,False,Before,1
218,218,218,wc73f4d8,5,Object_Green,3,True,Before,1
219,219,219,wc73f4d8,5,Food_Yellow,4,False,Before,1
220,220,220,wc73f4d8,5,Object_Yellow,5,True,Before,1
221,221,221,wc73f4d8,5,Food_Green,6,True,Before,1
222,222,222,wc73f4d8,6,Scene_Yellow,1,True,After,1
223,223,223,wc73f4d8,6,Object_Red,2,True,After,1
224,224,224,wc73f4d8,6,Scene_Red,3,True,After,1
225,225,225,wc73f4d8,6,Scene_Blue,4,True,After,1
226,226,226,wc73f4d8,6,Food_Blue,5,True,After,1
227,227,227,wc73f4d8,6,Food_Red,6,True,After,1
228,228,228,wc73f4d8,7,Object_Green,1,True,Before,1
229,229,229,wc73f4d8,7,Animal_Green,2,True,Before,1
230,230,230,wc73f4d8,7,Scene_Green,3,True,Before,1
231,231,231,wc73f4d8,7,Animal_Blue,4,True,Before,1
232,232,232,wc73f4d8,7,Food_Green,5,False,Before,1
233,233,233,wc73f4d8,7,Object_Yellow,6,False,Before,1
234,234,234,wc73f4d8,8,Scene_Red,1,True,After,1
235,235,235,wc73f4d8,8,Scene_Green,2,False,After,1
236,236,236,wc73f4d8,8,Animal_Yellow,3,True,After,1
237,237,237,wc73f4d8,8,Food_Blue,4,False,After,1
238,238,238,wc73f4d8,8,Food_Red,5,True,After,1
239,239,239,wc73f4d8,8,Food_Green,6,True,After,1
240,240,240,wc73f4d8,9,Scene_Red,1,False,Before,6
241,241,241,wc73f4d8,9,Food_Red,2,False,Before,6
242,242,242,wc73f4d8,9,Food_Yellow,3,True,Before,6
243,243,243,wc73f4d8,9,Food_Blue,4,True,Before,6
244,244,244,wc73f4d8,9,Scene_Blue,5,True,Before,6
245,245,245,wc73f4d8,9,Object_Blue,6,True,Before,6
246,246,246,webf5097,1,Scene_Yellow,1,True,After,1
247,247,247,webf5097,1,Animal_Green,2,True,After,1
248,248,248,webf5097,1,Scene_Blue,3,True,After,1
249,249,249,webf5097,1,Food_Yellow,4,True,After,1
250,250,250,webf5097,1,Animal_Blue,5,True,After,1
251,251,251,webf5097,2,Food_Red,1,True,Before,1
252,252,252,webf5097,2,Food_Blue,2,True,Before,1
253,253,253,webf5097,2,Object_Blue,3,True,Before,1
254,254,254,webf5097,2,Food_Green,4,True,Before,1
255,255,255,webf5097,2,Scene_Green,5,True,Before,1
256,256,256,webf5097,3,Scene_Yellow,1,True,After,1
257,257,257,webf5097,3,Animal_Red,2,True,After,1
258,258,258,webf5097,3,Scene_Red,3,True,After,1
259,259,259,webf5097,3,Animal_Yellow,4,True,After,1
260,260,260,webf5097,3,Object_Red,5,True,After,1
261,261,261,webf5097,4,Object_Red,1,True,Before,1
262,262,262,webf5097,4,Object_Yellow,2,True,Before,1
263,263,263,webf5097,4,Animal_Red,3,True,Before,1
264,264,264,webf5097,4,Scene_Yellow,4,False,Before,1
265,265,265,webf5097,4,Food_Red,5,True,Before,1
266,266,266,webf5097,4,Food_Yellow,6,True,Before,1
267,267,267,webf5097,5,Animal_Red,1,True,After,1
268,268,268,webf5097,5,Scene_Red,2,True,After,1
269,269,269,webf5097,5,Scene_Green,3,True,After,1
270,270,270,webf5097,5,Food_Green,4,False,After,1
271,271,271,webf5097,5,Animal_Blue,5,True,After,1
272,272,272,webf5097,5,Animal_Green,6,True,After,1
273,273,273,webf5097,6,Scene_Green,1,True,Before,1
274,274,274,webf5097,6,Scene_Red,2,True,Before,1
275,275,275,webf5097,6,Animal_Green,3,True,Before,1
276,276,276,webf5097,6,Food_Red,4,True,Before,1
277,277,277,webf5097,6,Food_Yellow,5,True,Before,1
278,278,278,webf5097,6,Food_Green,6,True,Before,1
279,279,279,webf5097,7,Food_Red,1,False,After,1
280,280,280,webf5097,7,Food_Blue,2,True,After,1
281,281,281,webf5097,7,Scene_Yellow,3,True,After,1
282,282,282,webf5097,7,Scene_Blue,4,True,After,1
283,283,283,webf5097,7,Object_Yellow,5,True,After,1
284,284,284,webf5097,7,Animal_Green,6,False,After,1
285,285,285,webf5097,8,Food_Blue,1,True,Before,1
286,286,286,webf5097,8,Food_Yellow,2,False,Before,1
287,287,287,webf5097,8,Object_Yellow,3,True,Before,1
288,288,288,webf5097,8,Object_Blue,4,True,Before,1
289,289,289,webf5097,8,Object_Red,5,True,Before,1
290,290,290,webf5097,8,Animal_Blue,6,True,Before,1
291,291,291,webf5097,9,Scene_Green,1,True,After,6
292,292,292,webf5097,9,Food_Red,2,True,After,6
293,293,293,webf5097,9,Object_Blue,3,True,After,6
294,294,294,w68730bb,1,Object_Red,1,False,After,1
295,295,295,w68730bb,1,Food_Blue,2,True,After,1
296,296,296,w68730bb,1,Food_Red,3,True,After,1
297,297,297,w68730bb,1,Scene_Red,4,False,After,1
298,298,298,w68730bb,1,Scene_Blue,5,True,After,1
299,299,299,w68730bb,2,Scene_Green,1,True,Before,1
300,300,300,w68730bb,2,Food_Yellow,2,True,Before,1
301,301,301,w68730bb,2,Scene_Blue,3,True,Before,1
302,302,302,w68730bb,3,Scene_Green,1,False,After,1
303,303,303,w68730bb,3,Food_Yellow,2,False,After,1
304,304,304,w68730bb,3,Scooter,3,False,After,1
305,305,305,w68730bb,3,Animal_Yellow,4,False,After,1
306,306,306,w68730bb,4,Object_Yellow,1,True,Before,1
307,307,307,w68730bb,4,Animal_Red,2,False,Before,1
308,308,308,w68730bb,4,Animal_Yellow,3,True,Before,1
309,309,309,w68730bb,5,Animal_Yellow,1,False,After,1
310,310,310,w68730bb,5,Object_Yellow,2,False,After,1
311,311,311,w68730bb,6,Food_Red,1,True,Before,1
312,312,312,w68730bb,6,Animal_Yellow,2,True,Before,1
313,313,313,w68730bb,7,Animal_Red,1,False,After,1
314,314,314,w68730bb,7,Object_Yellow,2,True,After,1
315,315,315,w68730bb,9,Food_Blue,1,False,After,6
316,316,316,w68730bb,9,Animal_Red,2,False,After,6
317,317,317,w68730bb,9,Object_Yellow,3,False,After,6
318,318,318,w68730bb,9,Scene_Blue,4,True,After,6
319,319,319,w68730bb,9,Scene_Yellow,5,True,After,6
320,320,320,we9631be,1,Animal_Red,1,False,Before,1
321,321,321,we9631be,1,Animal_Blue,2,True,Before,1
322,322,322,we9631be,1,Object_Green,3,True,Before,1
323,323,323,we9631be,1,Food_Yellow,4,False,Before,1
324,324,324,we9631be,2,Animal_Red,1,False,After,1
325,325,325,we9631be,2,Dog,2,False,After,1
326,326,326,we9631be,2,Food_Blue,3,False,After,1
327,327,327,we9631be,2,Scene_Green,4,True,After,1
328,328,328,we9631be,2,Scene_Red,5,True,After,1
329,329,329,we9631be,4,Animal_Yellow,1,True,After,1
330,330,330,we9631be,4,Object_Yellow,2,True,After,1
331,331,331,we9631be,4,Food_Yellow,3,False,After,1
332,332,332,we9631be,4,Scene_Blue,4,True,After,1
333,333,333,we9631be,4,Scene_Red,5,False,After,1
334,334,334,we9631be,5,Animal_Yellow,1,True,Before,1
335,335,335,we9631be,5,Scene_Blue,2,False,Before,1
336,336,336,we9631be,5,Object_Yellow,3,False,Before,1
337,337,337,we9631be,5,Animal_Blue,4,False,Before,1
338,338,338,we9631be,5,Scene_Red,5,False,Before,1
339,339,339,we9631be,6,Food_Blue,1,False,After,1
340,340,340,we9631be,6,Food_Yellow,2,True,After,1
341,341,341,we9631be,6,Scene_Blue,3,False,After,1
342,342,342,we9631be,6,Object_Yellow,4,False,After,1
343,343,343,we9631be,7,Food_Red,1,False,Before,1
344,344,344,we9631be,7,Scene_Green,2,False,Before,1
345,345,345,we9631be,7,Scene_Red,3,True,Before,1
346,346,346,we9631be,8,Food_Blue,1,True,After,1
347,347,347,we9631be,8,Animal_Green,2,True,After,1
348,348,348,we9631be,8,Scene_Green,3,False,After,1
349,349,349,we9631be,8,Scene_Green,4,False,After,1
350,350,350,we9631be,8,Scene_Red,5,False,After,1
351,351,351,we9631be,9,Food_Blue,1,False,Before,6
352,352,352,we9631be,9,Object_Yellow,2,True,Before,6
353,353,353,we9631be,9,Animal_Green,3,False,Before,6
354,354,354,we9631be,9,Scene_Blue,4,True,Before,6
355,355,355,we9631be,9,Food_Yellow,5,False,Before,6
356,356,356,w245142a,1,Animal_Green,1,True,After,1
357,357,357,w245142a,1,Animal_Blue,2,True,After,1
358,358,358,w245142a,1,Scene_Yellow,3,True,After,1
359,359,359,w245142a,1,Scene_Blue,4,True,After,1
360,360,360,w245142a,2,Food_Blue,1,True,Before,1
361,361,361,w245142a,2,Food_Red,2,True,Before,1
362,362,362,w245142a,2,Food_Green,3,True,Before,1
363,363,363,w245142a,2,Object_Green,4,True,Before,1
364,364,364,w245142a,2,Object_Blue,5,True,Before,1
365,365,365,w245142a,3,Scene_Yellow,1,True,After,1
366,366,366,w245142a,3,Scene_Blue,2,True,After,1
367,367,367,w245142a,3,Animal_Yellow,3,True,After,1
368,368,368,w245142a,3,Object_Red,4,True,After,1
369,369,369,w245142a,4,Food_Green,1,True,Before,1
370,370,370,w245142a,4,Food_Red,2,True,Before,1
371,371,371,w245142a,4,Animal_Red,3,True,Before,1
372,372,372,w245142a,4,Object_Red,4,True,Before,1
373,373,373,w245142a,4,Object_Yellow,5,True,Before,1
374,374,374,w245142a,5,Animal_Blue,1,True,After,1
375,375,375,w245142a,5,Scene_Red,2,True,After,1
376,376,376,w245142a,5,Animal_Green,3,True,After,1
377,377,377,w245142a,5,Object_Green,4,True,After,1
378,378,378,w245142a,5,Animal_Red,5,True,After,1
379,379,379,w245142a,5,Scene_Green,6,True,After,1
380,380,380,w245142a,6,Food_Green,1,True,Before,1
381,381,381,w245142a,6,Animal_Green,2,True,Before,1
382,382,382,w245142a,7,Food_Blue,1,True,After,1
383,383,383,w245142a,7,Scene_Blue,2,True,After,1
384,384,384,w245142a,7,Object_Green,3,True,After,1
385,385,385,w245142a,8,Object_Blue,1,True,Before,1
386,386,386,w245142a,8,Object_Yellow,2,True,Before,1
387,387,387,w245142a,8,Object_Red,3,True,Before,1
388,388,388,w245142a,8,Food_Blue,4,True,Before,1
389,389,389,w245142a,8,Animal_Yellow,5,True,Before,1
390,390,390,w245142a,9,Scene_Red,1,True,After,6
391,391,391,w245142a,9,Food_Red,2,True,After,6
392,392,392,w245142a,9,Scene_Green,3,True,After,6
393,393,393,w245142a,9,Animal_Green,4,True,After,6
394,394,394,w245142a,9,Food_Green,5,True,After,6
395,395,395,w245142a,9,Food_Yellow,6,True,After,6
396,396,396,w4bf9dec,1,Animal_Red,1,False,Before,1
397,397,397,w4bf9dec,1,Object_Red,2,False,Before,1
398,398,398,w4bf9dec,1,Scene_Red,3,False,Before,1
399,399,399,w4bf9dec,1,Food_Red,4,False,Before,1
400,400,400,w4bf9dec,1,Object_Blue,5,True,Before,1
401,401,401,w4bf9dec,1,Food_Blue,6,True,Before,1
402,402,402,w4bf9dec,2,Scene_Red,1,True,After,1
403,403,403,w4bf9dec,2,Food_Red,2,True,After,1
404,404,404,w4bf9dec,2,Object_Blue,3,True,After,1
405,405,405,w4bf9dec,2,Scene_Blue,4,True,After,1
406,406,406,w4bf9dec,2,Object_Red,5,True,After,1
407,407,407,w4bf9dec,2,Scene_Green,6,True,After,1
408,408,408,w4bf9dec,3,Animal_Red,1,True,Before,1
409,409,409,w4bf9dec,3,Scene_Yellow,2,True,Before,1
410,410,410,w4bf9dec,3,Food_Red,3,True,Before,1
411,411,411,w4bf9dec,3,Animal_Yellow,4,True,Before,1
412,412,412,w4bf9dec,3,Food_Green,5,True,Before,1
413,413,413,w4bf9dec,3,Food_Yellow,6,True,Before,1
414,414,414,w4bf9dec,4,Scene_Blue,1,True,After,1
415,415,415,w4bf9dec,4,Scene_Yellow,2,True,After,1
416,416,416,w4bf9dec,4,Animal_Yellow,3,True,After,1
417,417,417,w4bf9dec,4,Object_Yellow,4,True,After,1
418,418,418,w4bf9dec,4,Food_Green,5,False,After,1
419,419,419,w4bf9dec,4,Animal_Red,6,True,After,1
420,420,420,w4bf9dec,5,Animal_Yellow,1,True,Before,1
421,421,421,w4bf9dec,5,Food_Green,2,True,Before,1
422,422,422,w4bf9dec,5,Food_Blue,3,True,Before,1
423,423,423,w4bf9dec,5,Scene_Green,4,True,Before,1
424,424,424,w4bf9dec,5,Animal_Green,5,True,Before,1
425,425,425,w4bf9dec,5,Food_Yellow,6,True,Before,1
426,426,426,w4bf9dec,6,Scene_Red,1,True,After,1
427,427,427,w4bf9dec,6,Food_Yellow,2,True,After,1
428,428,428,w4bf9dec,6,Food_Red,3,True,After,1
429,429,429,w4bf9dec,6,Scene_Green,4,True,After,1
430,430,430,w4bf9dec,6,Food_Green,5,True,After,1
431,431,431,w4bf9dec,6,Animal_Red,6,False,After,1
432,432,432,w4bf9dec,7,Animal_Red,1,True,Before,1
433,433,433,w4bf9dec,7,Animal_Yellow,2,False,Before,1
434,434,434,w4bf9dec,7,Object_Yellow,3,True,Before,1
435,435,435,w4bf9dec,7,Scene_Red,4,True,Before,1
436,436,436,w4bf9dec,7,Scene_Blue,5,True,Before,1
437,437,437,w4bf9dec,7,Food_Red,6,False,Before,1
438,438,438,w4bf9dec,8,Food_Blue,1,True,After,1
439,439,439,w4bf9dec,8,Scene_Blue,2,False,After,1
440,440,440,w4bf9dec,8,Scene_Red,3,False,After,1
441,441,441,w4bf9dec,8,Animal_Red,4,False,After,1
442,442,442,w4bf9dec,8,Object_Yellow,5,False,After,1
443,443,443,w4bf9dec,8,Animal_Green,6,True,After,1
444,444,444,w4bf9dec,9,Object_Blue,1,True,Before,6
445,445,445,w4bf9dec,9,Food_Blue,2,True,Before,6
446,446,446,w4bf9dec,9,Object_Green,3,True,Before,6
447,447,447,w4bf9dec,9,Animal_Green,4,True,Before,6
448,448,448,w4bf9dec,9,Object_Red,5,True,Before,6
449,449,449,w4bf9dec,9,Food_Red,6,False,Before,6
450,450,450,w277fccf,1,Object_Green,1,True,After,1
451,451,451,w277fccf,1,Animal_Red,2,False,After,1
452,452,452,w277fccf,1,Food_Red,5,True,After,1
453,453,453,w277fccf,2,Scene_Yellow,1,True,Before,1
454,454,454,w277fccf,2,Scene_Green,2,True,Before,1
455,455,455,w277fccf,2,Food_Green,3,True,Before,1
456,456,456,w277fccf,2,Scene_Blue,4,True,Before,1
457,457,457,w277fccf,2,Animal_Yellow,5,True,Before,1
458,458,458,w277fccf,3,Object_Yellow,1,True,After,1
459,459,459,w277fccf,3,Scene_Yellow,2,False,After,1
460,460,460,w277fccf,3,Animal_Red,3,True,After,1
461,461,461,w277fccf,3,Object_Green,4,True,After,1
462,462,462,w277fccf,3,Scene_Red,5,True,After,1
