,index,wid,game,multi_time,image,responses,remembered_outcome,category_1,category_2,outcome,outcome_mem_difference,item
27,27,wcc033bc,5,After,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-1,0.0,Scene_Green
28,28,wcc033bc,5,After,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,-2,-4.0,Scene_Red
29,29,wcc033bc,5,After,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,1,2.0,Object_Green
30,30,wcc033bc,6,Before,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,-1,-2.0,Food_Green
31,31,wcc033bc,6,Before,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,1,-1.0,Food_Red
32,32,wcc033bc,6,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,-1,0.0,Food_Yellow
33,33,wcc033bc,6,Before,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,-1,1.0,Scene_Green
34,34,wcc033bc,6,Before,Scene_Red,"{""Q0"":""+1""}",1.0,Scene,Red,2,1.0,Scene_Red
35,35,wcc033bc,6,Before,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,1,3.0,Animal_Green
36,36,wcc033bc,7,After,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,-2,-3.0,Object_Blue
37,37,wcc033bc,7,After,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,2,1.0,Object_Yellow
38,38,wcc033bc,7,After,Object_Green,"{""Q0"":""-2""}",-2.0,Object,Green,-1,1.0,Object_Green
39,39,wcc033bc,7,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
40,40,wcc033bc,7,After,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,2,3.0,Scene_Yellow
41,41,wcc033bc,7,After,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,-1,-3.0,Food_Blue
42,42,wcc033bc,8,Before,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,-1,-2.0,Object_Blue
43,43,wcc033bc,8,Before,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,1,-1.0,Object_Yellow
44,44,wcc033bc,8,Before,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,-2,-1.0,Object_Red
45,45,wcc033bc,8,Before,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,2,4.0,Animal_Blue
46,46,wcc033bc,8,Before,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,1,0.0,Animal_Yellow
47,47,wcc033bc,8,Before,Food_Blue,"{""Q0"":""+1""}",1.0,Food,Blue,-2,-3.0,Food_Blue
48,48,w367fa57,1,After,Object_Yellow,"{""Q0"":""-2""}",-2.0,Object,Yellow,-2,0.0,Object_Yellow
49,49,w367fa57,1,After,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
50,50,w367fa57,1,After,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,-1,-2.0,Object_Green
51,51,w367fa57,1,After,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,-2,0.0,Animal_Yellow
52,52,w367fa57,1,After,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,1,0.0,Animal_Red
53,53,w367fa57,1,After,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,1,2.0,Food_Yellow
54,54,w367fa57,2,Before,Scene_Blue,"{""Q0"":""+1""}",1.0,Scene,Blue,1,0.0,Scene_Blue
55,55,w367fa57,2,Before,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,2,0.0,Scene_Yellow
56,56,w367fa57,2,Before,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
57,57,w367fa57,2,Before,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,-2,-1.0,Food_Blue
58,58,w367fa57,2,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,-1,0.0,Food_Yellow
59,59,w367fa57,2,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-1,0.0,Object_Blue
60,60,w367fa57,3,After,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,-1,0.0,Food_Green
61,61,w367fa57,3,After,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,1,0.0,Food_Red
62,62,w367fa57,3,After,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
63,63,w367fa57,3,After,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
64,64,w367fa57,3,After,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,2,0.0,Scene_Red
65,65,w367fa57,3,After,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-2,-1.0,Animal_Green
66,66,w367fa57,4,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-2,-1.0,Animal_Yellow
67,67,w367fa57,4,Before,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,2,0.0,Animal_Blue
68,68,w367fa57,4,Before,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,-1,-2.0,Animal_Red
69,69,w367fa57,4,Before,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,2,0.0,Scene_Yellow
70,70,w367fa57,4,Before,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
71,71,w367fa57,4,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-2,-1.0,Object_Yellow
72,72,w367fa57,5,After,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,2,0.0,Object_Green
73,73,w367fa57,5,After,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,2,0.0,Object_Blue
74,74,w367fa57,5,After,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,2,0.0,Object_Yellow
75,75,w367fa57,5,After,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-2,0.0,Animal_Green
76,76,w367fa57,5,After,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-1,0.0,Animal_Blue
77,77,w367fa57,5,After,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,-1,0.0,Food_Green
78,78,w367fa57,6,Before,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
79,79,w367fa57,6,Before,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
80,80,w367fa57,6,Before,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,2,0.0,Scene_Yellow
81,81,w367fa57,6,Before,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,-2,0.0,Food_Red
82,82,w367fa57,6,Before,Food_Blue,"{""Q0"":""+1""}",1.0,Food,Blue,1,0.0,Food_Blue
83,83,w367fa57,6,Before,Object_Red,"{""Q0"":""-2""}",-2.0,Object,Red,-2,0.0,Object_Red
84,84,w367fa57,7,After,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,-1,-2.0,Object_Green
85,85,w367fa57,7,After,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,2,0.0,Object_Blue
86,86,w367fa57,7,After,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
87,87,w367fa57,7,After,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-2,-1.0,Animal_Green
88,88,w367fa57,7,After,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-1,0.0,Animal_Blue
89,89,w367fa57,7,After,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
90,90,w367fa57,8,Before,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,2,0.0,Food_Red
91,91,w367fa57,8,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,1,2.0,Food_Yellow
92,92,w367fa57,8,Before,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,-1,0.0,Food_Green
93,93,w367fa57,8,Before,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-2,-1.0,Animal_Red
94,94,w367fa57,8,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-2,-1.0,Animal_Yellow
95,95,w367fa57,8,Before,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,2,0.0,Scene_Red
96,96,w54c2956,1,Before,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,-2,-1.0,Food_Blue
97,97,w54c2956,1,Before,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-1,1.0,Food_Green
98,98,w54c2956,1,Before,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,2,0.0,Food_Red
99,99,w54c2956,1,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,2,3.0,Object_Blue
100,100,w54c2956,1,Before,Object_Green,"{""Q0"":""-2""}",-2.0,Object,Green,2,4.0,Object_Green
101,101,w54c2956,1,Before,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,-2,0.0,Scene_Blue
102,102,w54c2956,2,After,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,1,3.0,Scene_Yellow
103,103,w54c2956,2,After,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,-2,0.0,Scene_Green
104,104,w54c2956,2,After,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,-1,0.0,Scene_Blue
105,105,w54c2956,2,After,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,2,1.0,Food_Yellow
106,106,w54c2956,2,After,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,-1,-3.0,Food_Green
107,107,w54c2956,2,After,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,2,3.0,Animal_Yellow
108,108,w54c2956,3,Before,Object_Red,"{""Q0"":""+2""}",2.0,Object,Red,-2,-4.0,Object_Red
109,109,w54c2956,3,Before,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,1,-1.0,Object_Green
110,110,w54c2956,3,Before,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,2,1.0,Object_Yellow
111,111,w54c2956,3,Before,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,-1,-2.0,Animal_Red
112,112,w54c2956,3,Before,Animal_Green,"{""Q0"":""+1""}",1.0,Animal,Green,2,1.0,Animal_Green
113,113,w54c2956,3,Before,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,-1,1.0,Scene_Red
114,114,w54c2956,4,After,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,2,0.0,Object_Blue
115,115,w54c2956,4,After,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,1,2.0,Object_Yellow
116,116,w54c2956,4,After,Object_Red,"{""Q0"":""+2""}",2.0,Object,Red,-2,-4.0,Object_Red
117,117,w54c2956,4,After,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,-1,-3.0,Animal_Blue
118,118,w54c2956,4,After,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,2,3.0,Animal_Yellow
119,119,w54c2956,4,After,Food_Blue,"{""Q0"":""+1""}",1.0,Food,Blue,-2,-3.0,Food_Blue
120,120,w54c2956,5,Before,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,-1,1.0,Scene_Green
121,121,w54c2956,5,Before,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,-2,-1.0,Scene_Blue
122,122,w54c2956,5,Before,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,2,3.0,Scene_Yellow
123,123,w54c2956,5,Before,Animal_Green,"{""Q0"":""+1""}",1.0,Animal,Green,2,1.0,Animal_Green
124,124,w54c2956,5,Before,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,-1,-3.0,Animal_Blue
125,125,w54c2956,5,Before,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,1,2.0,Object_Green
126,126,w54c2956,6,After,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,-2,-3.0,Food_Red
127,127,w54c2956,6,After,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,-1,-2.0,Food_Yellow
128,128,w54c2956,6,After,Food_Blue,"{""Q0"":""+1""}",1.0,Food,Blue,2,1.0,Food_Blue
129,129,w54c2956,6,After,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,-1,1.0,Animal_Red
130,130,w54c2956,6,After,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,2,3.0,Animal_Yellow
131,131,w54c2956,6,After,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,2,4.0,Scene_Red
132,132,w54c2956,7,Before,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,2,4.0,Scene_Yellow
133,133,w54c2956,7,Before,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,-2,-3.0,Scene_Green
134,134,w54c2956,7,Before,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,1,2.0,Scene_Red
135,135,w54c2956,7,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,-1,0.0,Food_Yellow
136,136,w54c2956,7,Before,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,-2,-4.0,Food_Green
137,137,w54c2956,7,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,1,2.0,Object_Yellow
138,138,w54c2956,8,After,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,-1,-3.0,Animal_Red
139,139,w54c2956,8,After,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,1,-1.0,Animal_Blue
140,140,w54c2956,8,After,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-1,1.0,Animal_Green
141,141,w54c2956,8,After,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
142,142,w54c2956,8,After,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,1,-1.0,Object_Blue
143,143,w54c2956,8,After,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,-1,1.0,Food_Red
144,144,w1d52e8b,1,After,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,1,2.0,Animal_Yellow
145,145,w1d52e8b,1,After,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-1,1.0,Animal_Blue
146,146,w1d52e8b,1,After,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-2,-1.0,Animal_Green
147,147,w1d52e8b,1,After,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,2,4.0,Scene_Yellow
148,148,w1d52e8b,1,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
149,149,w1d52e8b,1,After,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,-2,-1.0,Food_Yellow
150,150,w1d52e8b,2,Before,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,-1,-3.0,Food_Green
151,151,w1d52e8b,2,Before,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-1,1.0,Food_Blue
152,152,w1d52e8b,2,Before,Food_Red,"{""Q0"":""""}",,Food,Red,-1,,Food_Red
153,153,w1d52e8b,2,Before,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,1,0.0,Object_Green
154,154,w1d52e8b,2,Before,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,2,4.0,Object_Blue
155,155,w1d52e8b,2,Before,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,2,4.0,Scene_Green
156,156,w1d52e8b,3,After,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,2,0.0,Scene_Red
157,157,w1d52e8b,3,After,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,-2,0.0,Scene_Yellow
158,158,w1d52e8b,3,After,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,2,4.0,Scene_Blue
159,159,w1d52e8b,3,After,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-1,0.0,Animal_Red
160,160,w1d52e8b,3,After,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,-1,-2.0,Animal_Yellow
161,161,w1d52e8b,3,After,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
162,162,w1d52e8b,4,Before,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-2,-1.0,Food_Red
163,163,w1d52e8b,4,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,1,2.0,Food_Yellow
164,164,w1d52e8b,4,Before,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-2,0.0,Food_Green
165,165,w1d52e8b,4,Before,Object_Red,"{""Q0"":""-2""}",-2.0,Object,Red,-2,0.0,Object_Red
166,166,w1d52e8b,4,Before,Object_Yellow,"{""Q0"":""-2""}",-2.0,Object,Yellow,1,3.0,Object_Yellow
167,167,w1d52e8b,4,Before,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,1,0.0,Animal_Red
168,168,w1d52e8b,5,After,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-2,0.0,Animal_Green
169,169,w1d52e8b,5,After,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,2,0.0,Animal_Red
170,170,w1d52e8b,5,After,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,1,3.0,Animal_Blue
171,171,w1d52e8b,5,After,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-1,0.0,Scene_Green
172,172,w1d52e8b,5,After,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,-1,1.0,Scene_Red
173,173,w1d52e8b,5,After,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,2,0.0,Object_Green
174,174,w1d52e8b,6,Before,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,2,4.0,Food_Green
175,175,w1d52e8b,6,Before,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,1,0.0,Food_Red
176,176,w1d52e8b,6,Before,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,-1,1.0,Food_Yellow
177,177,w1d52e8b,6,Before,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,-1,-2.0,Scene_Green
178,178,w1d52e8b,6,Before,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,-2,0.0,Scene_Red
179,179,w1d52e8b,6,Before,Animal_Green,"{""Q0"":""+1""}",1.0,Animal,Green,2,1.0,Animal_Green
180,180,w1d52e8b,7,After,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,2,4.0,Object_Blue
181,181,w1d52e8b,7,After,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,-2,-3.0,Object_Yellow
182,182,w1d52e8b,7,After,Object_Green,"{""Q0"":""-2""}",-2.0,Object,Green,1,3.0,Object_Green
183,183,w1d52e8b,7,After,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,-2,0.0,Scene_Blue
184,184,w1d52e8b,7,After,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-1,0.0,Scene_Yellow
185,185,w1d52e8b,7,After,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,2,4.0,Food_Blue
186,186,w1d52e8b,8,Before,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,1,3.0,Object_Blue
187,187,w1d52e8b,8,Before,Object_Yellow,"{""Q0"":""-2""}",-2.0,Object,Yellow,2,4.0,Object_Yellow
188,188,w1d52e8b,8,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,-1,-2.0,Object_Red
189,189,w1d52e8b,8,Before,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-1,0.0,Animal_Blue
190,190,w1d52e8b,8,Before,Animal_Yellow,"{""Q0"":""-2 ""}",,Animal,Yellow,-1,,Animal_Yellow
191,191,w1d52e8b,8,Before,Food_Blue,"{""Q0"":""+1""}",1.0,Food,Blue,1,0.0,Food_Blue
192,192,w9182e0b,1,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-1,0.0,Object_Yellow
193,193,w9182e0b,1,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
194,194,w9182e0b,1,Before,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,-2,-4.0,Object_Green
195,195,w9182e0b,1,Before,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,1,0.0,Animal_Yellow
196,196,w9182e0b,1,Before,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,-2,-4.0,Animal_Red
197,197,w9182e0b,1,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,2,3.0,Food_Yellow
198,198,w9182e0b,2,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,-2,-4.0,Scene_Blue
199,199,w9182e0b,2,After,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,1,0.0,Scene_Yellow
200,200,w9182e0b,2,After,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,2,4.0,Scene_Green
201,201,w9182e0b,2,After,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,1,2.0,Food_Blue
202,202,w9182e0b,2,After,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,-2,0.0,Food_Yellow
203,203,w9182e0b,2,After,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,-2,-4.0,Object_Blue
204,204,w9182e0b,3,Before,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,1,0.0,Food_Green
205,205,w9182e0b,3,Before,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,1,-1.0,Food_Red
206,206,w9182e0b,3,Before,Food_Blue,"{""Q0"":""+1""}",1.0,Food,Blue,2,1.0,Food_Blue
207,207,w9182e0b,3,Before,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-1,0.0,Scene_Green
208,208,w9182e0b,3,Before,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,-2,0.0,Scene_Red
209,209,w9182e0b,3,Before,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-2,-1.0,Animal_Green
210,210,w9182e0b,4,After,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,1,2.0,Animal_Yellow
211,211,w9182e0b,4,After,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-1,1.0,Animal_Blue
212,212,w9182e0b,4,After,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-1,0.0,Animal_Red
213,213,w9182e0b,4,After,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,2,1.0,Scene_Yellow
214,214,w9182e0b,4,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,-1,-3.0,Scene_Blue
215,215,w9182e0b,4,After,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,1,2.0,Object_Yellow
216,216,w9182e0b,5,Before,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,-1,-2.0,Object_Green
217,217,w9182e0b,5,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,2,3.0,Object_Blue
218,218,w9182e0b,5,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,2,3.0,Object_Yellow
219,219,w9182e0b,5,Before,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,-2,-4.0,Animal_Green
220,220,w9182e0b,5,Before,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,1,3.0,Animal_Blue
221,221,w9182e0b,5,Before,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,-1,-2.0,Food_Green
